variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,funding_z_at_entry,poc_dist_atr_at_entry,funding_paid_pct
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-02-28 08:00:00,38302.120000,2022-03-01 08:00:00,43492.240000,0.137159,24,time_stop,-2.646,-1.128,0.002854
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-01 16:00:00,43385.530000,2022-03-01 17:00:00,43643.840000,-0.007054,1,hard_stop,2.646,7.775,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-02 16:00:00,44243.190000,2022-03-02 17:00:00,43750.180000,0.010043,1,hard_stop,2.646,8.480,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-03-03 08:00:00,43456.880000,2022-03-03 15:00:00,42547.340000,-0.022721,7,atr_trail,-2.646,-0.770,-0.000592
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-03-05 08:00:00,39082.010000,2022-03-06 08:00:00,39141.410000,0.000304,24,time_stop,-2.646,-9.449,-0.000016
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-03-08 00:00:00,38200.000000,2022-03-09 00:00:00,38951.800000,0.017805,24,time_stop,-2.646,-1.472,-0.000675
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-10 00:00:00,41810.970000,2022-03-10 01:00:00,40930.710000,0.019953,1,hard_stop,2.646,7.022,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-03-13 08:00:00,39066.860000,2022-03-13 22:00:00,37720.930000,-0.035268,14,hard_stop,-2.646,-0.012,0.000384
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-16 08:00:00,40309.990000,2022-03-16 09:00:00,40507.250000,-0.005994,1,hard_stop,2.646,1.754,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-17 08:00:00,40811.950000,2022-03-17 09:00:00,40821.000000,-0.001322,1,hard_stop,2.646,3.529,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-19 00:00:00,41867.490000,2022-03-19 01:00:00,41719.110000,0.002444,1,hard_stop,2.646,2.752,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-19 16:00:00,41976.860000,2022-03-19 17:00:00,41889.420000,0.000983,1,hard_stop,2.646,5.384,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-20 16:00:00,41297.000000,2022-03-20 17:00:00,41033.010000,0.005292,1,hard_stop,2.646,1.935,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,long,2022-03-22 00:00:00,41133.830000,2022-03-23 00:00:00,42402.560000,0.028393,24,time_stop,-2.646,-1.755,-0.001251
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-23 08:00:00,42229.430000,2022-03-23 09:00:00,42166.630000,0.000387,1,hard_stop,2.646,1.145,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-25 00:00:00,43970.000000,2022-03-25 01:00:00,44130.750000,-0.004840,1,hard_stop,2.646,3.012,0.000016
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-25 16:00:00,44150.000000,2022-03-25 17:00:00,44328.420000,-0.005212,1,hard_stop,2.646,3.420,0.000030
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-26 08:00:00,44499.000000,2022-03-26 09:00:00,44472.190000,-0.000498,1,hard_stop,2.646,7.422,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-27 00:00:00,44713.120000,2022-03-27 01:00:00,44724.970000,-0.001365,1,hard_stop,2.646,8.706,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-27 16:00:00,44950.000000,2022-03-27 17:00:00,44919.530000,-0.000633,1,hard_stop,2.646,5.095,-0.000111
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-28 00:00:00,46920.990000,2022-03-28 01:00:00,46810.500000,0.001241,1,hard_stop,2.646,5.995,0.000086
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-28 16:00:00,47466.550000,2022-03-28 17:00:00,47599.060000,-0.003892,1,hard_stop,2.646,10.533,0.000100
vpvr_funding_term_curve_1h_20260714,BTCUSDT,short,2022-03-29 08:00:00,47539.750000,2022-03-29 09:00:00,47591.820000,-0.002240,1,hard_stop,2.646,10.477,0.000055
